"pill family","route","file path","line","pill visible text","origin of visible text","tooltip text","origin of tooltip text","condition shown","resource type","schema property","schema name","schema description","schema description source","value kind","retrieved","notes"
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","MMO","measurementTechnique.inDefinedTermSet from the NDE API","See MMO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'MMO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","MMO","measurementTechnique.inDefinedTermSet from the NDE API","See MMO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'MMO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","COVOC","measurementTechnique.inDefinedTermSet from the NDE API","See COVOC taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'COVOC'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","COVOC","measurementTechnique.inDefinedTermSet from the NDE API","See COVOC taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'COVOC'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","BAO","measurementTechnique.inDefinedTermSet from the NDE API","See BAO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'BAO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","BAO","measurementTechnique.inDefinedTermSet from the NDE API","See BAO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'BAO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","EDAM","measurementTechnique.inDefinedTermSet from the NDE API","See EDAM taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'EDAM'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","EDAM","measurementTechnique.inDefinedTermSet from the NDE API","See EDAM taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'EDAM'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","ENM","measurementTechnique.inDefinedTermSet from the NDE API","See ENM taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'ENM'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","ENM","measurementTechnique.inDefinedTermSet from the NDE API","See ENM taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'ENM'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","ECO","measurementTechnique.inDefinedTermSet from the NDE API","See ECO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'ECO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","ECO","measurementTechnique.inDefinedTermSet from the NDE API","See ECO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'ECO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","NGBO","measurementTechnique.inDefinedTermSet from the NDE API","See NGBO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'NGBO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/search","src/components/metadata/components/buttons.tsx","42","NGBO","measurementTechnique.inDefinedTermSet from the NDE API","See NGBO taxonomy information.","template in src/components/metadata/helpers.ts (ontologyProps['aria-label'])","measurementTechnique.inDefinedTermSet === 'NGBO'","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","sampled example","2026-08-28",""
"ontology","/resources","src/components/metadata/components/buttons.tsx","42","(+8 more ontologies not listed - 18 seen in the sample)","measurementTechnique.inDefinedTermSet from the NDE API","(+8 more - one per ontology, same template)","summary row","other measurementTechnique.inDefinedTermSet values","(not type-dependent)","measurementTechnique","Measurement Technique","[Dataset, ResourceCatalog] A technique or technology used in a  dataset corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". | [ComputationalTool] A technique, method or technology used in an Observation, StatisticalVariable or Dataset (or DataDownload, DataCatalog), corresponding to the method used for measuring the corresponding variable(s) (for datasets, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"". | [Sample] A technique or technology used in the collection or processing of the sample corresponding to the method used for measuring the corresponding variable(s) (described using variableMeasured). For example, if variableMeasured is cell density or cell counts, measurementTechnique could be:  ""centrifugation"" or ""flow cytometry"". | [DataCollection] A technique, method or technology used in the source data for the data collection corresponding to the method used for measuring the corresponding variable(s) (for the records in the data collection, described using variableMeasured; for Observation, a StatisticalVariable). For example, if variableMeasured is: molecule concentration, measurementTechnique could be: ""mass spectrometry"" or ""nmr spectroscopy"" or ""colorimetry"" or ""immunofluorescence"". If the variableMeasured is ""depression rating"", the measurementTechnique could be ""Zung Scale"" or ""HAM-D"" or ""Beck Depression Inventory"".","varies by type (4 wordings)","summary","2026-08-28",""
