"route","file path","line","element / component","attribute","label copy","label source","scope","value kind","retrieved"
"/repository-matcher","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/saved","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/search","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/sources","src/components/search-input/index.tsx","134","IconButton","aria-label","search","hardcoded in JSX","shared","literal",""
"/","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/diseases","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/features","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/knowledge-center","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/knowledge-center/[...slug]","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/program-collections","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/repository-matcher","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/saved","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/search","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/sources","src/components/search-input/index.tsx","155","IconButton","aria-label","Open search input","hardcoded in JSX","shared","literal",""
"/404","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/about","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/advanced-search","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/knowledge-center","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/knowledge-center/[...slug]","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/ontology-browser","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/resources","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"/search","src/components/input-with-dropdown/components/DropdownInput.tsx","242","IconButton","aria-label","Clear search input","hardcoded in JSX","shared","literal",""
"(none - component has no consumer)","src/components/select/components/Select.tsx","116","SelectIcon (inside SelectWithInput)","aria-label","(NEVER RENDERS - component has no importer in src/)","this component has no importer anywhere in src/, so the label never renders","unused component","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Date up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Sources up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Program Collection up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Health Condition up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Pathogen Species up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Host Species up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Funding up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Conditions of Access up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Variable Measured up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Measurement Technique up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Date up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Sources up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Program Collection up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Health Condition up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Pathogen Species up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Host Species up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Funding up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Conditions of Access up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Variable Measured up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","126","IconButton","aria-label","Move Measurement Technique up","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Date down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Sources down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Program Collection down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Health Condition down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Pathogen Species down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Host Species down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Funding down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Conditions of Access down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Variable Measured down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/repository-matcher","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Measurement Technique down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Date down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Sources down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Program Collection down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Health Condition down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Pathogen Species down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Host Species down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Funding down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Conditions of Access down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Variable Measured down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/search","src/components/select-and-order-popover/components/PopoverListItem.tsx","135","IconButton","aria-label","Move Measurement Technique down","template in JSX + item.title, which is the filter name (customize-filters-popover.tsx:25)","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","72","Icon (info)","aria-label","information","hardcoded in JSX","shared","literal",""
"/resources","src/components/icon/index.tsx","72","Icon (info)","aria-label","information","hardcoded in JSX","shared","literal",""
"/search","src/components/icon/index.tsx","72","Icon (info)","aria-label","information","hardcoded in JSX","shared","literal",""
"/diseases/[slug]","src/components/icon/index.tsx","92","Icon","aria-label","bam file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","92","Icon","aria-label","fasta file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","92","Icon","aria-label","Empty, no data available.","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","92","Icon","aria-label","bam file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","92","Icon","aria-label","fasta file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","92","Icon","aria-label","Empty, no data available.","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","92","Icon","aria-label","bam file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","92","Icon","aria-label","fasta file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","92","Icon","aria-label","Empty, no data available.","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","104","svg","aria-label","bam file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","104","svg","aria-label","fasta file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","104","svg","aria-label","Empty, no data available.","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","104","svg","aria-label","bam file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","104","svg","aria-label","fasta file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","104","svg","aria-label","Empty, no data available.","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","104","svg","aria-label","bam file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","104","svg","aria-label","fasta file type","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","104","svg","aria-label","Empty, no data available.","title prop passed by src/components/table/helpers.tsx:36,47 and src/components/empty/index.tsx:50","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","101","svg","aria-labelledby","bam file type","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","101","svg","aria-labelledby","fasta file type","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/index.tsx","101","svg","aria-labelledby","Empty, no data available.","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","101","svg","aria-labelledby","bam file type","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","101","svg","aria-labelledby","fasta file type","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/resources","src/components/icon/index.tsx","101","svg","aria-labelledby","Empty, no data available.","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","101","svg","aria-labelledby","bam file type","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","101","svg","aria-labelledby","fasta file type","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/search","src/components/icon/index.tsx","101","svg","aria-labelledby","Empty, no data available.","text of the referenced element - the <span id={id}>{title}</span> at icon/index.tsx:84, i.e. the same title prop","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/components/glyph.tsx","26","svg <title>","svg-title","Icon for BAM type files.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/resources","src/components/icon/components/glyph.tsx","26","svg <title>","svg-title","Icon for BAM type files.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/search","src/components/icon/components/glyph.tsx","26","svg <title>","svg-title","Icon for BAM type files.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/components/glyph.tsx","39","svg <title>","svg-title","Empty, no data available.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/resources","src/components/icon/components/glyph.tsx","39","svg <title>","svg-title","Empty, no data available.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/search","src/components/icon/components/glyph.tsx","39","svg <title>","svg-title","Empty, no data available.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/diseases/[slug]","src/components/icon/components/glyph.tsx","51","svg <title>","svg-title","Icon for FASTA type files.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/resources","src/components/icon/components/glyph.tsx","51","svg <title>","svg-title","Icon for FASTA type files.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/search","src/components/icon/components/glyph.tsx","51","svg <title>","svg-title","Icon for FASTA type files.","hardcoded default, overridable via the title prop","shared","value (resolved)",""
"/faq","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/features","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/knowledge-center","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/knowledge-center/[...slug]","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/resources","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/search","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/updates","src/components/empty/index.tsx","42","Box/Flex","aria-labelledby","Empty, no data available.","text of the referenced element","shared","value (resolved)",""
"/search","src/components/toggle-container/index.tsx","77","Button","aria-label","","passed by src/views/search/components/results-list/components/card/index.tsx:214","shared","value (resolved)",""
"/diseases/[slug]","src/components/visualizations/bar/index.tsx","227","svg","aria-label","Bar chart","both branches of a conditional hardcoded in JSX; the other branches use the caller's title/label","shared","value (resolved)",""
"(none - component has no consumer)","src/components/visualizations/pie/index.tsx","543","svg <title>","svg-title","(NEVER RENDERS - component has no importer in src/)","this component has no importer anywhere in src/, so the label never renders","unused component","value (resolved)",""
"(none - component has no consumer)","src/components/visualizations/pie/index.tsx","546","svg","aria-label","(NEVER RENDERS - component has no importer in src/)","this component has no importer anywhere in src/, so the label never renders","unused component","value (resolved)",""
"/saved","src/views/saved/components/saved-data-error-banner.tsx","35","CloseButton","aria-label","Dismiss error","hardcoded in JSX","route-specific","literal",""
"/saved","src/views/saved/table-config.tsx","93","BookmarkIconButton (label prop)","aria-label","Save query","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/saved","src/views/saved/table-config.tsx","93","BookmarkIconButton (label prop)","aria-label","Remove saved query","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/saved","src/views/saved/components/saved-table-section.tsx","181","SearchInput (ariaLabel prop)","aria-label","Search saved queries","literal passed by each caller (src/pages/saved.tsx:116,144)","route-specific","value (resolved)",""
"/saved","src/views/saved/components/saved-table-section.tsx","181","SearchInput (ariaLabel prop)","aria-label","Search saved resources","literal passed by each caller (src/pages/saved.tsx:116,144)","route-specific","value (resolved)",""
"/saved","src/views/saved/components/saved-table-section.tsx","193","Table (ariaLabel prop)","aria-label","Saved queries table","literal passed by each caller (src/pages/saved.tsx:117,145)","route-specific","value (resolved)",""
"/saved","src/views/saved/components/saved-table-section.tsx","193","Table (ariaLabel prop)","aria-label","Saved resources table","literal passed by each caller (src/pages/saved.tsx:117,145)","route-specific","value (resolved)",""
"/ontology-browser","src/views/ontology-browser/components/tree/components/tree-node.tsx","257","Button","aria-label","Show all children of Homininae","template in JSX + node.label from the ontology API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/search","src/views/ontology-browser/components/tree/components/tree-node.tsx","257","Button","aria-label","Show all children of Homininae","template in JSX + node.label from the ontology API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/ontology-browser","src/views/ontology-browser/components/tree/components/tree-node.tsx","333","IconButton","aria-label","Remove Homininae from search list","template in JSX + node.label from the ontology API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/ontology-browser","src/views/ontology-browser/components/tree/components/tree-node.tsx","333","IconButton","aria-label","Search portal for resources related to Homininae","template in JSX + node.label from the ontology API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/search","src/views/ontology-browser/components/tree/components/tree-node.tsx","333","IconButton","aria-label","Remove Homininae from search list","template in JSX + node.label from the ontology API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/search","src/views/ontology-browser/components/tree/components/tree-node.tsx","333","IconButton","aria-label","Search portal for resources related to Homininae","template in JSX + node.label from the ontology API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/ontology-browser","src/views/ontology-browser/components/tree/components/breadcrumbs.tsx","93","IconButton","aria-label","show parent node","hardcoded in JSX","route-specific","literal",""
"/search","src/views/ontology-browser/components/tree/components/breadcrumbs.tsx","93","IconButton","aria-label","show parent node","hardcoded in JSX","route-specific","literal",""
"/ontology-browser","src/views/ontology-browser/components/ontology-search-list/toggle.tsx","22","Button","aria-label","Expand list of selected search terms","default value of the label prop at toggle.tsx:9","route-specific","value (resolved)",""
"/search","src/views/ontology-browser/components/ontology-search-list/toggle.tsx","22","Button","aria-label","Expand list of selected search terms","default value of the label prop at toggle.tsx:9","route-specific","value (resolved)",""
"/ontology-browser","src/views/ontology-browser/components/ontology-search-list/index.tsx","83","IconButton","aria-label","Collapse selected search terms list","hardcoded in JSX","route-specific","literal",""
"/search","src/views/ontology-browser/components/ontology-search-list/index.tsx","83","IconButton","aria-label","Collapse selected search terms list","hardcoded in JSX","route-specific","literal",""
"/ontology-browser","src/views/ontology-browser/components/ontology-search-list/index.tsx","186","IconButton","aria-label","remove Homininae from search","template in JSX + the selected search term - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/search","src/views/ontology-browser/components/ontology-search-list/index.tsx","186","IconButton","aria-label","remove Homininae from search","template in JSX + the selected search term - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/ontology-browser","src/views/ontology-browser/components/search/index.tsx","206","SearchInput (ariaLabel prop)","aria-label","Search taxonomy browser","hardcoded in JSX","route-specific","literal",""
"/features","src/views/features/components/TableOfContents.tsx","44","Sidebar (aria-label)","aria-label","Navigation for list of featured pages.","hardcoded in JSX","route-specific","literal",""
"/features","src/views/features/components/TableOfContents.tsx","74","SectionSearch (ariaLabel prop)","aria-label","Search for a featured page","hardcoded in JSX","route-specific","literal",""
"/knowledge-center","src/views/docs/components/sidebar/DocumentItem.tsx","66","Box/Skeleton","aria-label","Loading","both branches of a conditional hardcoded in JSX (undefined once loaded)","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/DocumentItem.tsx","66","Box/Skeleton","aria-label","Loading","both branches of a conditional hardcoded in JSX (undefined once loaded)","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/sidebar/DocumentItem.tsx","90","IconButton","aria-label","Expand sections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/sidebar/DocumentItem.tsx","90","IconButton","aria-label","Collapse sections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/DocumentItem.tsx","90","IconButton","aria-label","Expand sections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/DocumentItem.tsx","90","IconButton","aria-label","Collapse sections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/sidebar/SidebarDesktop.tsx","96","Box/Skeleton","aria-label","Loading","both branches of a conditional hardcoded in JSX (undefined once loaded)","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/SidebarDesktop.tsx","96","Box/Skeleton","aria-label","Loading","both branches of a conditional hardcoded in JSX (undefined once loaded)","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/sidebar/SidebarContainer.tsx","28","IconButton","aria-label","Expand documentation navigation menu","hardcoded in JSX","route-specific","literal",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/SidebarContainer.tsx","28","IconButton","aria-label","Expand documentation navigation menu","hardcoded in JSX","route-specific","literal",""
"/knowledge-center","src/views/docs/components/sidebar/SidebarContainer.tsx","63","IconButton","aria-label","Collapse documentation navigation menu","hardcoded in JSX","route-specific","literal",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/SidebarContainer.tsx","63","IconButton","aria-label","Collapse documentation navigation menu","hardcoded in JSX","route-specific","literal",""
"/knowledge-center","src/views/docs/components/sidebar/TocItem.tsx","92","IconButton","aria-label","Expand subsections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/sidebar/TocItem.tsx","92","IconButton","aria-label","Collapse subsections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/TocItem.tsx","92","IconButton","aria-label","Expand subsections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/sidebar/TocItem.tsx","92","IconButton","aria-label","Collapse subsections","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/search-bar/SearchBar.tsx","264","DropdownInput (ariaLabel prop)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/search-bar/SearchBar.tsx","264","DropdownInput (ariaLabel prop)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/search-bar/SearchBar.tsx","280","SearchBar (ariaLabel)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","route-specific","value (resolved)",""
"/knowledge-center/[...slug]","src/views/docs/components/search-bar/SearchBar.tsx","280","SearchBar (ariaLabel)","aria-label","Search Knowledge Center","passed by src/pages/knowledge-center/[[...slug]].tsx:140","route-specific","value (resolved)",""
"/knowledge-center","src/views/docs/components/search-bar/SearchBar.tsx","292","IconButton","aria-label","View search history.","hardcoded in JSX","route-specific","literal",""
"/knowledge-center/[...slug]","src/views/docs/components/search-bar/SearchBar.tsx","292","IconButton","aria-label","View search history.","hardcoded in JSX","route-specific","literal",""
"/knowledge-center","src/pages/knowledge-center/[[...slug]].tsx","140","DocsSearchBar (ariaLabel prop)","aria-label","Search Knowledge Center","hardcoded in JSX","route-specific","literal",""
"/knowledge-center/[...slug]","src/pages/knowledge-center/[[...slug]].tsx","140","DocsSearchBar (ariaLabel prop)","aria-label","Search Knowledge Center","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Add Date visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
